"","CensusTract","lng1","lat1","lng2","lat2","State","County","TotalPop","Men","Women","Hispanic","White","Black","Native","Asian","Pacific","VotingAgeCitizen","Income","IncomeErr","IncomePerCap","IncomePerCapErr","Poverty","ChildPoverty","Professional","Service","Office","Construction","Production","Drive","Carpool","Transit","Walk","OtherTransp","WorkAtHome","MeanCommute","Employed","PrivateWork","PublicWork","SelfEmployed","FamilyWork","Unemployment","centerlat","centerlng"
"273",32003000510,-115.118355,36.186688,-115.116079,36.184843,"Nevada","Clark County",5019,2490,2529,85.2,4.4,8.6,0,0.9,0.1,1706,41833,6305,15131,1623,23.5,36.8,7.5,53.3,11.9,11.4,15.8,69.4,19.1,3.9,1.4,6.1,0,25.1,2604,94.9,1.2,4,0,8.2,36.1857655,-115.117217
"274",32003003308,-115.229694,36.264974,-115.225442,36.261233,"Nevada","Clark County",3435,1681,1754,20.1,54.8,15.3,0,7,0.1,2669,97394,12494,36231,3762,4.3,0,44,18.4,20.8,9.9,6.9,82.4,10.5,0,0.8,1.2,5.1,26.7,1560,72.3,19.2,7.4,1.1,11.8,36.2631035,-115.227568
"275",32003003250,-115.331509,36.17685,-115.322669,36.167415,"Nevada","Clark County",5469,2638,2831,13.8,63.2,4.4,0,16,0,3633,92162,10629,38694,7468,6.8,9.8,47.6,18.8,25.6,5,3,83.1,9.9,0.6,0.6,1,4.9,21.5,2762,81,15.7,3.3,0,11.4,36.1721325,-115.327089
"276",32003003619,-115.198206,36.292642,-115.179302,36.281359,"Nevada","Clark County",3852,1988,1864,17.1,39.4,14.5,0.5,22.4,0,2545,124698,6258,38976,3256,3.9,3.1,48.9,13.7,28.4,2,6.9,77.2,14.7,1,0,0.5,6.5,29,1776,76.9,20.7,2.5,0,6.9,36.2870005,-115.188754
"277",32003005844,-115.326235,36.140865,-115.319648,36.133023,"Nevada","Clark County",5879,2799,3080,11.3,65.8,7.8,0,9.4,0,4581,80817,12669,53234,8501,6,5.1,52.2,10.8,31.9,1.4,3.7,87.9,6.7,0,0,0,5.4,22.8,3155,77.2,17.9,4.8,0,5,36.136944,-115.3229415
"278",32003006104,-114.939554,36.130308,-114.906295,36.112216,"Nevada","Clark County",4467,2219,2248,33.4,28.3,7.9,0,29.1,0.6,2905,85673,25436,31645,4803,6.8,9.6,26,25,26,12.4,10.7,79.2,18.3,0,1.7,0,0.9,27.1,2037,86.9,8.8,4.3,0,7.5,36.121262,-114.9229245
"279",32003005103,-115.082443,36.071351,-115.068152,36.066274,"Nevada","Clark County",5486,2821,2665,24.1,56.8,1.3,0,14.1,0,4253,49904,6750,29434,4327,10.9,2.5,35.9,29.9,24.8,4.2,5.2,74.8,12.6,6.5,2.5,0.7,2.9,22.8,3054,86.1,11.8,2.1,0,11.7,36.0688125,-115.0752975
"280",32003003238,-115.315451,36.247957,-115.310611,36.232739,"Nevada","Clark County",6909,3323,3586,17.1,45.3,23.2,0,10.2,0,5142,60469,5159,28892,3733,12.6,10.3,36.5,14.5,31.1,7.4,10.5,83.7,9.7,0.7,0,3.5,2.4,23.8,3893,82,16.6,1.4,0,4.9,36.240348,-115.313031
"281",32003005013,-115.038436,36.137204,-115.028855,36.129693,"Nevada","Clark County",4447,1978,2469,37.6,23.4,10.8,0,20,3.9,2768,52035,4827,21365,2069,14.8,19.8,21.9,29.2,34.2,8.5,6.2,79.8,18,1.2,0,0,1,31.5,2245,85.3,13.2,1.5,0,6.1,36.1334485,-115.0336455
"282",32003003204,-115.246574,36.253234,-115.240016,36.247689,"Nevada","Clark County",6465,3359,3106,9.7,73,6.2,2.2,4.2,1.9,5096,80825,18425,42210,6512,4.6,0,42.8,15.1,26.3,9.5,6.3,82.4,3.5,0,1.2,1.9,11,25,2754,79,14.7,6.4,0,8.7,36.2504615,-115.243295
"283",32003003622,-115.134967,36.291484,-115.128157,36.281815,"Nevada","Clark County",6914,3414,3500,33,35.3,16.6,0.7,11,0.4,4327,73750,14281,27148,2947,4.7,6.1,27.9,29.9,25.4,7.8,9,82.9,11.3,0,0,1.6,4.2,28.2,3033,71.6,25.2,3.2,0,3.5,36.2866495,-115.131562
"284",32003003222,-115.317829,36.191934,-115.306971,36.184822,"Nevada","Clark County",4901,2326,2575,10.8,60.8,8.4,0.2,16,0,3478,68393,9745,39408,6687,4.9,5.2,46,20.8,26.6,1.8,4.9,84.8,5.8,1.2,1.6,0.5,6.1,23.1,2267,82.7,14.6,2.7,0,10.2,36.188378,-115.3124
"285",32003003248,-115.269461,36.204768,-115.266177,36.203488,"Nevada","Clark County",3369,1687,1682,31.6,43.4,10.1,0,9.4,0.2,2294,61690,11592,32927,5059,6.8,3.1,42.9,19.2,28.4,6.6,2.9,84,7,0,2,0,7,26.7,1633,79.5,8.4,12.1,0,7.9,36.204128,-115.267819
"286",32003002916,-115.245357,36.147873,-115.243004,36.145961,"Nevada","Clark County",2856,1412,1444,7.4,60.1,15.3,0.3,8.5,0,2143,49019,8956,56150,18099,8.3,8.2,38.3,24.1,22.4,5.8,9.4,76.3,9.2,0.8,4,2.3,7.4,20.8,1243,87.4,8.2,4.4,0,6.3,36.146917,-115.2441805
"287",32003005846,-115.32277,36.115287,-115.314901,36.105819,"Nevada","Clark County",6055,2980,3075,9.6,69.1,3,0,16.3,0,4955,87406,8983,52031,6312,4.3,2.6,47,15.2,30.1,2.6,5,84.8,3.9,0.5,0,0.6,10.1,23.7,2598,79.5,13.2,7.3,0,3.7,36.110553,-115.3188355
"288",32003003318,-115.272461,36.298687,-115.268537,36.294808,"Nevada","Clark County",5560,2662,2898,14.3,66.3,9.2,0,7.4,0.4,4087,72736,9852,30298,3010,9.1,11.1,32.3,26.8,29.5,6.4,5.1,85.6,8.1,0.8,0,2.2,3.2,24.8,2607,80.8,15,3.9,0.3,7.9,36.2967475,-115.270499
"289",32003002605,-115.160057,36.114373,-115.153126,36.108021,"Nevada","Clark County",757,460,297,9,60.5,17.7,0,1.6,1.1,613,27813,8496,20239,6365,35.9,9.9,16.4,33,19.5,3.7,27.3,23.4,0,25.5,45.3,0,5.8,26.4,348,97.7,0,2.3,0,17.3,36.111197,-115.1565915
"290",32003004917,-115.030796,36.195772,-115.025894,36.192148,"Nevada","Clark County",3002,1594,1408,50.8,33.3,8.7,0,4.8,0.3,1917,60457,12481,24801,3478,14.2,20.3,16.6,37.1,22.4,12.1,11.8,73,18.4,5.9,1.4,1.3,0,32.9,1467,85.1,8.5,6.4,0,6.8,36.19396,-115.028345
"291",32003004703,-115.066681,36.240482,-115.062131,36.233313,"Nevada","Clark County",5814,3032,2782,53.8,14.7,25.5,0.2,3.5,0.6,3191,42809,11322,16552,2358,27.9,31.2,9.2,34.5,31.1,8.1,17.1,69.9,17.3,5.5,4.1,2.2,1,27.6,2166,84.3,11.6,4.1,0,15.3,36.2368975,-115.064406
"292",32003005853,-115.306876,36.085118,-115.297473,36.080538,"Nevada","Clark County",8887,4355,4532,22.2,38,7.4,0,23.1,1.3,5582,59330,7428,26480,2857,7.7,8.7,25.9,33,26.1,9.8,5.1,83.6,7.3,1.3,0,3.3,4.4,23.3,4682,86.2,6.8,7,0,5.2,36.082828,-115.3021745
"293",32003005439,-114.998294,36.065884,-114.996083,36.064917,"Nevada","Clark County",3834,2085,1749,35.7,50.4,6,0,2.8,0,2640,44665,9308,35100,19009,20.7,23.4,18.4,25.7,27.4,13.2,15.3,77,12.9,3.5,1.4,2.4,2.9,29.2,1677,90.4,6.1,3.5,0,7.3,36.0654005,-114.9971885
"294",32003005106,-115.072881,36.05576,-115.06933,36.054031,"Nevada","Clark County",3696,1735,1961,25.7,57.3,4.4,0,8.7,1.2,2610,71542,14188,27758,3284,14.7,20.3,33.5,28.2,27.8,5.8,4.6,79.2,3.5,10,2,1.3,4.1,27.4,1860,72.2,23.3,4.5,0,3.1,36.0548955,-115.0711055
"295",32003003634,-115.173276,36.26164,-115.170981,36.257958,"Nevada","Clark County",4634,2149,2485,31.2,32,24.7,0.2,9.4,0.2,2897,51982,14493,19481,3076,8.6,9.5,16.4,22.6,30.3,12.2,18.5,79.7,10.7,7.2,0.8,1.1,0.4,24,2002,81.8,13.1,5,0,16.1,36.259799,-115.1721285
"296",32003002836,-115.139062,36.013266,-115.136722,36.009868,"Nevada","Clark County",3675,1711,1964,28.8,41,11.3,0,14.2,1.3,2371,64688,7489,26786,3246,8.8,9.1,35.8,20,29.5,5.9,8.8,69.2,17.3,0,0,7.2,6.3,20.3,1964,85.4,6.7,7.9,0,10.8,36.011567,-115.137892
"297",32003002206,-115.19482,36.133842,-115.190213,36.128276,"Nevada","Clark County",3354,1995,1359,46,27.6,6.4,1.1,17,0.2,1716,35417,4790,18757,3834,23.2,36.1,6.3,38.4,25.3,18.6,11.4,69.7,12.2,9.2,6.5,1.9,0.5,26,1567,87.3,7.1,5.6,0,9.7,36.131059,-115.1925165
"298",32003004200,-115.105745,36.21467,-115.098462,36.208943,"Nevada","Clark County",4914,2349,2565,78.7,12.9,5,0,1,1.2,1880,38256,6881,13449,1998,23.6,32.4,3.8,42.1,17.1,18.2,18.7,75.3,13.7,6.4,0,4.6,0,27.8,2007,93.2,1.1,5.7,0,11.2,36.2118065,-115.1021035
"299",32003005804,-115.299375,36.159022,-115.291395,36.156005,"Nevada","Clark County",3793,1753,2040,6.9,72.8,6.1,0.4,9.4,0.5,2842,51831,4350,33201,4152,9.2,8.6,35.4,22.4,29.6,5.9,6.8,82.3,4.6,0.4,1.8,1.6,9.3,21,1827,78.9,10.8,9.3,0.9,7.4,36.1575135,-115.295385
"300",32003002831,-115.180628,36.028464,-115.172324,36.02103,"Nevada","Clark County",3731,2047,1684,25,40,5.6,0,24.2,1.7,2826,43516,16048,43168,29202,12.3,6.6,22.1,37.4,29.5,5.4,5.6,72,11.4,2.9,7.3,1.3,5.2,17.9,2276,87.6,3.5,9,0,6.7,36.024747,-115.176476
"301",32003003637,-115.144072,36.276487,-115.134838,36.274485,"Nevada","Clark County",4673,2068,2605,21.3,43.4,21.9,3.6,5.3,0,3024,58831,6112,23164,3416,9.4,10,21,26.2,27.4,8.6,16.8,81.2,5.6,3.7,2.6,2.3,4.5,24.5,2240,76.2,18.8,5.1,0,2.4,36.275486,-115.139455
"302",32003001501,-115.101668,36.15823,-115.101112,36.156106,"Nevada","Clark County",3006,1521,1485,44.5,24.4,23.6,1.5,2.8,1.2,1919,21553,4535,16892,3412,31.5,44,4,39.7,28.5,7.5,20.4,64.6,12.2,10.8,7.6,4.1,0.7,23.1,1086,94.4,4.5,1.1,0,16.3,36.157168,-115.10139
"303",32003002969,-115.212247,36.093594,-115.207924,36.089744,"Nevada","Clark County",1596,820,776,18.1,33.3,22.6,0,19.7,2.4,1109,41926,5812,24657,3445,15.1,23.4,20.3,30.2,27.6,5.9,15.9,80.2,11.4,3.9,3.9,0.6,0,21.1,847,95.3,2.4,2.4,0,8.8,36.091669,-115.2100855
"304",32003005806,-115.311038,36.139537,-115.305865,36.134621,"Nevada","Clark County",4299,2299,2000,12.8,62.5,5.9,0.2,8.3,1.6,3250,64325,7410,42931,12032,8.7,0,36.2,27.4,24.9,5.9,5.7,77.1,11.4,1.8,3.3,0.6,5.8,21.5,2169,80.3,8.1,11.7,0,4.2,36.137079,-115.3084515
"305",32003002605,-115.160057,36.114373,-115.153126,36.108021,"Nevada","Clark County",757,460,297,9,60.5,17.7,0,1.6,1.1,613,27813,8496,20239,6365,35.9,9.9,16.4,33,19.5,3.7,27.3,23.4,0,25.5,45.3,0,5.8,26.4,348,97.7,0,2.3,0,17.3,36.111197,-115.1565915
"306",32003005360,-114.934838,35.994945,-114.925404,35.98796,"Nevada","Clark County",4781,2219,2562,15.1,71.7,6.8,0.4,3.5,0,3715,62188,8845,32150,3679,12.2,23.6,32.1,19.5,27.2,13.4,7.9,85.2,10.3,0,2.1,0,2.4,21.6,2393,79.7,14.7,5.6,0,5.6,35.9914525,-114.930121
"307",32003002403,-115.147618,36.124075,-115.146108,36.121315,"Nevada","Clark County",3354,1947,1407,42,28.5,17.8,0,8.2,0,1997,24679,8997,17587,4226,31.3,47.6,10.3,40.4,21.2,6.1,22,57.2,9.4,10,11,6,6.4,23.6,1206,89.6,2.9,7.5,0,14.4,36.122695,-115.146863
"308",32003002506,-115.13318,36.114611,-115.12838,36.111053,"Nevada","Clark County",4004,2331,1673,50.3,19.7,8.8,0,16.7,0,1802,31377,3849,17845,2220,26.8,38.9,10.7,51.3,25.4,5.1,7.4,53.5,13.5,18.7,5.7,7,1.6,24.4,2200,93.5,3.3,3.3,0,9.9,36.112832,-115.13078
"309",32003004921,-115.048024,36.16116,-115.046662,36.160451,"Nevada","Clark County",6317,3194,3123,52.7,28.2,13.1,0,2.4,0,3352,38696,9710,21197,7922,17.6,34.1,8.3,32.5,29.5,13.2,16.4,74.5,15.7,2.1,2.9,4.1,0.6,26.2,2679,93.4,5.8,0.9,0,14.5,36.1608055,-115.047343
"310",32003003634,-115.173276,36.26164,-115.170981,36.257958,"Nevada","Clark County",4634,2149,2485,31.2,32,24.7,0.2,9.4,0.2,2897,51982,14493,19481,3076,8.6,9.5,16.4,22.6,30.3,12.2,18.5,79.7,10.7,7.2,0.8,1.1,0.4,24,2002,81.8,13.1,5,0,16.1,36.259799,-115.1721285
"311",32003005352,-115.056158,36.028646,-115.047199,36.023781,"Nevada","Clark County",3435,1609,1826,6.5,80.5,1.9,0,4.7,0,2381,106442,14091,38540,3659,13.1,12,46.1,21,19.2,7.8,5.9,76.8,14.5,0.8,3,0,4.9,21.8,1493,74.6,18.1,7.3,0,8.9,36.0262135,-115.0516785
"312",32003003226,-115.30307,36.163429,-115.291293,36.158988,"Nevada","Clark County",2757,1405,1352,10.6,67.8,1.5,1.2,14.9,0.7,1935,119729,32509,94652,17233,5.5,6,52.3,12.8,23.4,0.9,10.6,82.2,4.5,2.3,0,3.3,7.7,21.8,1156,83.8,5.5,8.2,2.4,2.4,36.1612085,-115.2971815
"313",32003003623,-115.116981,36.289484,-115.098557,36.276407,"Nevada","Clark County",6061,2950,3111,29.8,30.9,29.3,0,3.8,0,3607,57367,8634,20285,2429,21.1,33.3,34.4,26.8,26.8,5.8,6.2,84,10.1,2.6,0,0.3,3.1,26.3,2543,69.5,27.3,3.2,0,9.6,36.2829455,-115.107769
"314",32003002203,-115.194042,36.144444,-115.190788,36.143385,"Nevada","Clark County",5239,2693,2546,67.5,13.2,5.6,0.6,10.3,0,2029,35700,2270,14924,2408,26.5,36.2,7.4,49.1,16.7,13.3,13.5,70.2,11.7,9,0.5,8.6,0,23.6,2122,92.5,1.3,6.2,0,8.8,36.1439145,-115.192415
"315",32003005315,-115.046907,36.039216,-115.031397,36.033307,"Nevada","Clark County",5810,2732,3078,21.4,59.9,4.3,0,8.3,0,4548,64604,12016,33402,5421,9,12.3,32.2,22.5,31.7,5.1,8.4,87.3,3.7,1.1,0,1.7,6.2,21.7,3189,82.6,12,5.3,0,5.3,36.0362615,-115.039152
"316",32003005007,-115.048191,36.119046,-115.047351,36.115689,"Nevada","Clark County",2417,1144,1273,22,39,16,0,18.1,0,1953,50274,11904,30642,8069,8.8,21.9,28.2,33.4,25.6,6.1,6.8,87.2,10.3,1.2,0,1.3,0,21.7,1022,81.9,15.4,2.7,0,6.2,36.1173675,-115.047771
"317",32003003619,-115.198206,36.292642,-115.179302,36.281359,"Nevada","Clark County",3852,1988,1864,17.1,39.4,14.5,0.5,22.4,0,2545,124698,6258,38976,3256,3.9,3.1,48.9,13.7,28.4,2,6.9,77.2,14.7,1,0,0.5,6.5,29,1776,76.9,20.7,2.5,0,6.9,36.2870005,-115.188754
"318",32003003423,-115.208364,36.195504,-115.205951,36.188199,"Nevada","Clark County",6833,3430,3403,38.5,19,31,0,6.9,0,3443,45471,12398,17884,2367,24.2,34,10,46.1,23.4,9,11.5,78.6,7.9,5.5,2,5.5,0.5,22,3186,90.3,4.3,5.5,0,14.4,36.1918515,-115.2071575
"319",32003002919,-115.24524,36.129473,-115.242971,36.125701,"Nevada","Clark County",4155,2078,2077,29,41.3,9.6,0.3,16.6,0,2701,44227,8364,21496,2619,24.4,31.4,17.6,38.2,26.4,9.9,7.8,79.6,14.7,2.9,0.6,0.5,1.7,22.7,1826,84.9,7.4,7.7,0,11.2,36.127587,-115.2441055
"320",32003003223,-115.313698,36.186611,-115.28706,36.173843,"Nevada","Clark County",3325,1649,1676,5,73,3.6,0,14,0,2362,102539,17646,83033,15141,3.4,5.1,64.1,11.3,21.7,1.1,1.9,87.4,0.3,0,0.6,1.5,10.1,23.1,1509,82,12.5,5.5,0,4.7,36.180227,-115.300379
"321",32003005322,-115.109818,36.020513,-115.100624,36.01325,"Nevada","Clark County",1327,676,651,5.7,82.5,1.5,0,9,0.4,1012,80667,8202,40446,5444,2.1,0,39.9,27.6,21.6,3.3,7.6,89.9,3.9,0,1.9,0.8,3.6,20,662,81.4,15,3.6,0,5.7,36.0168815,-115.105221
"322",32003005342,-114.967369,36.012663,-114.963235,36.010828,"Nevada","Clark County",3435,1757,1678,10.3,85.2,1.6,0.3,0.6,0,2546,69534,7569,28535,3992,4,0.6,24.2,18.6,32.9,14.2,10.1,84.9,10.1,0,1.5,1.9,1.5,24.4,1562,79.5,16.7,3.8,0,13.6,36.0117455,-114.965302
"323",32003005830,-115.270551,36.02021,-115.26119,36.015808,"Nevada","Clark County",4066,1901,2165,13.6,34.5,7.6,0,35.4,1.8,2892,67543,4637,33624,3444,7.4,1.9,38.8,29,23.3,0.5,8.4,88.1,8,0,1.4,1,1.5,23.4,2287,88.5,4.5,7,0,3.4,36.018009,-115.2658705
"324",32003005349,-115.098504,36.022943,-115.091363,36.01805,"Nevada","Clark County",4888,2342,2546,14.5,59.6,3.5,0,18.7,0,3261,87625,17380,43475,5701,5.4,3.3,42,18.7,27.7,3.8,7.9,84.5,4.1,3.3,0,0.3,7.7,19.1,2399,77.2,12.6,10.2,0,6.2,36.0204965,-115.0949335
"325",32003005834,-115.181078,36.044794,-115.180546,36.028414,"Nevada","Clark County",2649,1358,1291,27.7,43.1,6.9,0,18.9,0,1788,87656,10180,43182,13388,6.6,2,33.1,29,27.7,3.3,6.9,87.8,9.7,0,0,2,0.5,19.7,1237,85.3,10.3,3.9,0.6,2.4,36.036604,-115.180812
"326",32003000101,-115.192512,36.177395,-115.174539,36.175428,"Nevada","Clark County",7105,3666,3439,58.6,25.2,7.8,0.8,2.5,2.8,3607,45708,7763,20301,2770,14.9,19,13.7,40.1,20.6,14.6,11,71.9,17,2.5,1,4.6,3,24.4,3099,87.7,4.8,7.5,0,8.9,36.1764115,-115.1835255
"327",32003003634,-115.173276,36.26164,-115.170981,36.257958,"Nevada","Clark County",4634,2149,2485,31.2,32,24.7,0.2,9.4,0.2,2897,51982,14493,19481,3076,8.6,9.5,16.4,22.6,30.3,12.2,18.5,79.7,10.7,7.2,0.8,1.1,0.4,24,2002,81.8,13.1,5,0,16.1,36.259799,-115.1721285
"328",32003004716,-115.089427,36.228434,-115.080109,36.220357,"Nevada","Clark County",3445,1690,1755,61.6,13.2,19.2,0,2.4,0,1779,40904,2991,15791,1728,25.6,42.8,11.7,39.2,22.3,7.9,18.9,76,17.2,3.3,0,1.7,1.9,30.6,1451,85.7,7.9,6.3,0,13.5,36.2243955,-115.084768
"329",32003003004,-115.250987,36.177873,-115.243661,36.173875,"Nevada","Clark County",2360,1329,1031,15.1,52.4,25.7,0.8,1.4,0.8,1858,38993,8728,21060,2126,10,6.9,28.5,27.5,31.6,0.8,11.7,70.5,15.4,9.6,0.6,2.2,1.8,22.6,1397,89.7,7.6,2.7,0,4.8,36.175874,-115.247324
"330",32003000900,-115.144463,36.164576,-115.142555,36.162929,"Nevada","Clark County",1359,842,517,12.8,66.7,9.8,0,7.6,0,1231,41765,17482,58822,11922,16,0,51.6,21.8,18.8,3.1,4.8,57.7,3.8,9.2,13.6,5.7,10,16.2,816,80,9.4,10.5,0,6,36.1637525,-115.143509
"331",32003005838,-115.185075,35.999045,-115.180819,35.960808,"Nevada","Clark County",6365,3335,3030,19.6,43.1,5.6,0,23.3,0,4403,85735,4322,36331,4870,4.9,6.8,33.6,25.7,32.2,4.9,3.5,84.1,8.6,0,0,1.6,5.7,20.5,3459,86.4,11.6,2.1,0,7.2,35.9799265,-115.182947
"332",32003003635,-115.162576,36.263702,-115.156672,36.26096,"Nevada","Clark County",6076,2919,3157,38.1,25.4,17,3,8,0.9,4074,64211,9987,22866,1983,4.4,2.8,24.7,27,29.4,8.3,10.6,82.1,12.8,1.4,1.1,0.9,1.8,27.1,3091,79.6,17.5,2.9,0,3.3,36.262331,-115.159624
"333",32003000524,-115.108435,36.177396,-115.105808,36.173661,"Nevada","Clark County",1964,991,973,76,9.3,10.7,0,1.5,0,796,20996,4074,11672,1728,34.3,44.6,11.7,38.1,18.2,16.3,15.7,77.2,5.4,12.2,2.1,3.1,0,32,675,91.1,4.4,4.4,0,12.9,36.1755285,-115.1071215
"334",32003003252,-115.304573,36.206269,-115.29984,36.198143,"Nevada","Clark County",4529,2004,2525,9.1,71.8,4.9,0,8.9,0.3,3373,89250,12307,38385,3748,5.4,8.6,38.3,14.4,38.1,3.8,5.3,81.5,8.8,1.1,2.7,0.3,5.7,23.7,2321,82.1,13.1,4.1,0.7,9.4,36.202206,-115.3022065
"335",32003005851,-115.281198,36.096348,-115.279209,36.08893,"Nevada","Clark County",6591,2970,3621,17.8,35.8,8.5,1.5,28.4,1,4531,52784,12853,29478,4093,9.5,7.1,18.7,41.9,26.6,5.5,7.4,85.7,9.8,0.5,1.3,0.9,1.8,20.8,3658,89.3,6.9,3.8,0,4.3,36.092639,-115.2802035
"336",32003003413,-115.216778,36.222132,-115.212094,36.217051,"Nevada","Clark County",5578,2912,2666,29.2,50.8,13.5,0.5,2.4,2.5,3599,41369,7632,22995,3418,15.6,20.6,15.8,29.6,30.2,8.7,15.8,81.2,8,4.8,2.8,0,3.2,25.8,2696,90.2,7,2.8,0,10.3,36.2195915,-115.214436
"337",32003003634,-115.173276,36.26164,-115.170981,36.257958,"Nevada","Clark County",4634,2149,2485,31.2,32,24.7,0.2,9.4,0.2,2897,51982,14493,19481,3076,8.6,9.5,16.4,22.6,30.3,12.2,18.5,79.7,10.7,7.2,0.8,1.1,0.4,24,2002,81.8,13.1,5,0,16.1,36.259799,-115.1721285
"338",32003002962,-115.189841,36.099416,-115.181314,36.09543,"Nevada","Clark County",1789,1005,784,17.1,46.1,13.6,0.8,9,0,1398,40313,9896,32460,13482,8.9,4,30.7,22.8,21.5,1.9,23.1,58.9,11.4,5.4,10.7,10.2,3.3,19.1,592,91.6,3,5.4,0,12.9,36.097423,-115.1855775
"339",32003005808,-115.29765,36.144419,-115.287872,36.140765,"Nevada","Clark County",3374,1599,1775,14.7,64.2,4.7,0.4,10.1,0.2,2576,51284,7872,37475,6274,11.1,16.4,34.5,28.2,24.2,4.7,8.5,85.4,5.1,0.7,2.3,0.9,5.7,20.8,1654,81.4,13,5.6,0,6.5,36.142592,-115.292761
"340",32003003429,-115.187969,36.190689,-115.185956,36.188512,"Nevada","Clark County",5654,2706,2948,44,25.1,21.6,0,4.7,1,3165,40109,4247,20046,2321,24.3,36.9,20.9,42.3,17.9,11.5,7.4,74.3,8.3,10.2,1.3,3.7,2.1,25.8,2528,88.8,7.6,3.6,0,6.5,36.1896005,-115.1869625
"341",32003003215,-115.266196,36.204572,-115.260318,36.196125,"Nevada","Clark County",4225,2099,2126,23.1,47.4,14.2,0.3,7.3,1.6,3306,66182,5418,35638,3619,13.1,36.6,42,19,27.7,4.6,6.7,88.9,3.7,1.8,1.1,0.7,3.7,21.2,2130,80,17.1,2.9,0,7.8,36.2003485,-115.263257
"342",32003002844,-115.150429,36.006403,-115.136906,35.999104,"Nevada","Clark County",5844,3070,2774,22.3,47.2,8.6,0,16.6,1.5,4351,56140,9981,26642,3440,8.3,6.6,20.7,48.2,21.8,2.1,7.2,86.2,8.7,0,2.6,0,2.6,21,3491,89.5,7.8,2.7,0,7.9,36.0027535,-115.1436675
"343",32003002951,-115.263201,36.143733,-115.260936,36.141844,"Nevada","Clark County",8452,3922,4530,20.9,40,9.6,0.3,25.7,0,5529,46223,6840,25684,3095,19.5,42.3,27.9,30.7,29.2,4.3,7.9,78.8,7.8,1.6,2.8,0.3,8.7,21.4,4329,86.2,6.7,6.8,0.2,5.3,36.1427885,-115.2620685
"344",32003003634,-115.173276,36.26164,-115.170981,36.257958,"Nevada","Clark County",4634,2149,2485,31.2,32,24.7,0.2,9.4,0.2,2897,51982,14493,19481,3076,8.6,9.5,16.4,22.6,30.3,12.2,18.5,79.7,10.7,7.2,0.8,1.1,0.4,24,2002,81.8,13.1,5,0,16.1,36.259799,-115.1721285
"345",32003002406,-115.142235,36.117602,-115.137674,36.114563,"Nevada","Clark County",3326,1874,1452,23.7,37.4,18.2,0.8,15.1,0,2522,27386,5557,19047,3074,31.9,30.3,26.8,32.7,29.5,1.4,9.6,47.6,5.3,25,8.4,7.9,5.8,24.3,1554,81.8,10.4,7.9,0,16.9,36.1160825,-115.1399545
"346",32003003253,-115.263245,36.170262,-115.259906,36.166489,"Nevada","Clark County",3520,1852,1668,29.3,47.8,1.6,0,11.7,0.8,2328,56391,7285,26329,3648,7.2,19.2,21.3,33.9,30.8,5.7,8.2,78.3,7,5.2,2.2,2.1,5.3,23.6,1906,85.8,8.6,5.6,0,10.9,36.1683755,-115.2615755
"347",32003004916,-115.04824,36.196221,-115.04385,36.195211,"Nevada","Clark County",2471,1149,1322,59.8,25,8,0,2.3,0,1367,53527,6462,20605,2919,16.8,28.2,13.6,32.4,22.3,9,22.7,90.3,6.6,0.9,2.2,0,0,30,1155,91.3,6.7,2.1,0,7.5,36.195716,-115.046045
"348",32003005318,-115.077144,36.040261,-115.074899,36.038414,"Nevada","Clark County",3248,1851,1397,1.5,71.5,6.3,0,10.4,5.1,2313,86810,14032,44774,8054,19,51.6,49.5,12.4,25.9,5.5,6.8,87.6,4.5,0,0,2.3,5.6,17.9,1373,82.8,10.9,6.3,0,3.2,36.0393375,-115.0760215
"349",32003003642,-115.143488,36.2323,-115.133945,36.224884,"Nevada","Clark County",4113,2132,1981,41.2,18.1,28.5,0,8.9,0.5,2387,73482,10938,25424,3011,11.8,15.7,20.2,26.2,26.9,13.4,13.4,82.1,9,1.7,1.1,1.9,4.3,25.5,2153,83.4,11.5,5.1,0,7.2,36.228592,-115.1387165
"350",32003003306,-115.211379,36.249078,-115.207545,36.2466,"Nevada","Clark County",4211,1957,2254,13.9,68.8,8.9,0.5,4.6,0.3,3556,70515,6963,33351,3110,7.7,18.8,34.4,24.3,26.3,9.9,5.1,78.7,5.8,1.8,0,6.1,7.7,24.4,1664,82.6,12.1,5.3,0,10.3,36.247839,-115.209462
"351",32003003643,-115.1562,36.227406,-115.152469,36.224835,"Nevada","Clark County",5279,2407,2872,41.7,23.9,22,0,6.9,0.5,3255,54898,12468,22494,2755,11.1,13.5,20.1,29.2,30.7,5.2,14.8,83.6,12.4,0.3,1.3,0.7,1.7,23.8,2465,76,18.2,5.8,0,9.4,36.2261205,-115.1543345
"352",32003003228,-115.294285,36.306545,-115.287088,36.295078,"Nevada","Clark County",4264,1980,2284,18.8,47.9,15.4,0.6,8.3,0.2,2998,58750,12095,29958,3373,7,9.1,33.5,25.8,26.2,7.7,6.8,81,9.3,1.3,0.9,0,7.6,31,2262,83.8,15.6,0.6,0,11.7,36.3008115,-115.2906865
"353",32003003618,-115.202669,36.313391,-115.198141,36.305999,"Nevada","Clark County",9366,4672,4694,18.2,53.2,12.8,0,11.5,0.6,6258,72773,7197,28912,2402,7,10.3,33.2,16.5,32.2,11,7.2,81.8,13,0.7,1.1,1.4,1.9,30.3,4497,73.4,25.7,0.8,0,5.6,36.309695,-115.200405
